NO,DN,BEGIN_TIME,END_TIME,R001_001,R001_002,R001_003,R001_004,R001_005,R001_006,R001_007,R001_008,R001_009,R001_010,R001_011,R001_012,R001_014,R001_016,R001_018,R001_020,R001_022,R001_013,R001_015,R001_017,R001_019,R001_021,RATE
560193,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 21:15:00,2018/7/4 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,45.0,86.0,0.0,0.0,60.0,45.0,86.0,100.0
566796,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 21:30:00,2018/7/4 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,31.0,79.0,0.0,0.0,41.0,31.0,79.0,100.0
573391,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 21:45:00,2018/7/4 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,40.0,65.0,0.0,0.0,59.0,41.0,65.0,99.39
579995,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 22:00:00,2018/7/4 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,32.0,72.0,0.0,0.0,59.0,32.0,72.0,100.0
586614,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 22:15:00,2018/7/4 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,39.0,72.0,0.0,0.0,35.0,40.0,72.0,99.32
593238,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 22:30:00,2018/7/4 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,71.0,0.0,0.0,22.0,23.0,71.0,99.14
599862,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 22:45:00,2018/7/4 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,61.0,67.0,0.0,0.0,30.0,61.0,67.0,100.0
606486,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 23:00:00,2018/7/4 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,37.0,70.0,0.0,0.0,33.0,38.0,70.0,99.29
613107,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 23:15:00,2018/7/4 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,93.0,0.0,0.0,23.0,24.0,93.0,100.0
619728,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 23:30:00,2018/7/4 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,33.0,75.0,0.0,0.0,29.0,33.0,75.0,100.0
626352,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 23:45:00,2018/7/5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,39.0,56.0,0.0,0.0,23.0,39.0,56.0,100.0
0,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5,2018/7/5 0:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0,77.0,0.0,0.0,25.0,26.0,77.0,100.0
6624,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 0:15:00,2018/7/5 0:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,92.0,0.0,0.0,34.0,18.0,92.0,99.31
13248,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 0:30:00,2018/7/5 0:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,87.0,0.0,0.0,32.0,21.0,87.0,100.0
19860,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 0:45:00,2018/7/5 1:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,66.0,0.0,0.0,34.0,25.0,66.0,99.2
26764,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 1:15:00,2018/7/5 1:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,53.0,0.0,0.0,36.0,8.0,53.0,100.0
33375,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 1:30:00,2018/7/5 1:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,65.0,0.0,0.0,23.0,14.0,65.0,100.0
39987,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 1:45:00,2018/7/5 2:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,85.0,0.0,0.0,18.0,24.0,85.0,100.0
46602,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 2:00:00,2018/7/5 2:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0,76.0,0.0,0.0,29.0,13.0,76.0,100.0
53210,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 2:15:00,2018/7/5 2:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,55.0,0.0,0.0,18.0,12.0,55.0,100.0
59804,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 2:30:00,2018/7/5 2:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,11.0,68.0,0.0,0.0,27.0,12.0,68.0,99.07
66398,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 2:45:00,2018/7/5 3:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,17.0,68.0,0.0,0.0,35.0,17.0,68.0,100.0
72982,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 3:00:00,2018/7/5 3:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,19.0,76.0,0.0,0.0,32.0,19.0,76.0,100.0
79585,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 3:15:00,2018/7/5 3:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,26.0,57.0,0.0,0.0,38.0,26.0,57.0,100.0
86191,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 3:30:00,2018/7/5 3:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,79.0,0.0,0.0,26.0,19.0,79.0,100.0
92779,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 3:45:00,2018/7/5 4:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,73.0,0.0,0.0,26.0,12.0,73.0,100.0
99366,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 4:00:00,2018/7/5 4:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,52.0,0.0,0.0,21.0,14.0,52.0,100.0
105938,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 4:15:00,2018/7/5 4:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,74.0,0.0,0.0,28.0,14.0,74.0,100.0
112504,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 4:30:00,2018/7/5 4:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.0,67.0,0.0,0.0,26.0,10.0,67.0,100.0
119072,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 4:45:00,2018/7/5 5:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,62.0,0.0,0.0,35.0,20.0,62.0,100.0
125637,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 5:00:00,2018/7/5 5:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,19.0,68.0,0.0,0.0,36.0,19.0,68.0,100.0
132214,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 5:15:00,2018/7/5 5:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,77.0,0.0,0.0,24.0,16.0,77.0,99.15
138800,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 5:30:00,2018/7/5 5:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,77.0,0.0,0.0,26.0,14.0,78.0,99.15
145386,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 5:45:00,2018/7/5 6:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,65.0,0.0,0.0,32.0,21.0,65.0,100.0
151972,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 6:00:00,2018/7/5 6:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,29.0,74.0,0.0,0.0,46.0,29.0,74.0,100.0
158558,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 6:15:00,2018/7/5 6:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,22.0,72.0,0.0,0.0,44.0,22.0,72.0,100.0
165138,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 6:30:00,2018/7/5 6:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,42.0,81.0,0.0,0.0,40.0,43.0,81.0,99.39
171709,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 6:45:00,2018/7/5 7:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,39.0,92.0,0.0,0.0,46.0,39.0,92.0,100.0
178287,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 7:00:00,2018/7/5 7:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,43.0,80.0,0.0,0.0,62.0,43.0,80.0,100.0
184871,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 7:15:00,2018/7/5 7:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,29.0,68.0,0.0,0.0,48.0,29.0,68.0,100.0
191453,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 7:30:00,2018/7/5 7:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,38.0,90.0,0.0,0.0,55.0,38.0,90.0,100.0
198038,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 7:45:00,2018/7/5 8:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,38.0,85.0,0.0,0.0,53.0,38.0,85.0,100.0
204625,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 8:00:00,2018/7/5 8:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,31.0,70.0,0.0,0.0,67.0,31.0,70.0,100.0
211218,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 8:15:00,2018/7/5 8:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,30.0,57.0,0.0,0.0,42.0,30.0,57.0,100.0
217811,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 8:30:00,2018/7/5 8:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,38.0,55.0,0.0,0.0,44.0,38.0,55.0,100.0
224404,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 8:45:00,2018/7/5 9:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,49.0,67.0,0.0,0.0,53.0,49.0,67.0,100.0
230997,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 9:00:00,2018/7/5 9:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,39.0,62.0,0.0,0.0,55.0,39.0,62.0,100.0
237587,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 9:15:00,2018/7/5 9:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,47.0,73.0,0.0,0.0,54.0,48.0,73.0,99.43
244179,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 9:30:00,2018/7/5 9:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,61.0,68.0,0.0,0.0,47.0,61.0,68.0,100.0
250768,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 9:45:00,2018/7/5 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,64.0,63.0,0.0,0.0,90.0,64.0,63.0,100.0
257373,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 10:00:00,2018/7/5 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,60.0,72.0,0.0,0.0,66.0,60.0,73.0,99.5
263969,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 10:15:00,2018/7/5 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,70.0,0.0,0.0,48.0,50.0,70.0,100.0
270567,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 10:30:00,2018/7/5 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,59.0,61.0,0.0,0.0,36.0,59.0,61.0,100.0
277151,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 10:45:00,2018/7/5 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,68.0,66.0,0.0,0.0,70.0,69.0,66.0,99.51
283743,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 11:00:00,2018/7/5 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,57.0,86.0,0.0,0.0,74.0,57.0,87.0,99.54
290337,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 11:15:00,2018/7/5 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,81.0,69.0,0.0,0.0,55.0,82.0,69.0,99.51
296913,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 11:30:00,2018/7/5 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,76.0,87.0,0.0,0.0,62.0,76.0,87.0,100.0
303517,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 11:45:00,2018/7/5 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,73.0,92.0,0.0,0.0,106.0,74.0,92.0,99.63
310123,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 12:00:00,2018/7/5 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,52.0,77.0,0.0,0.0,71.0,56.0,77.0,98.04
316711,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 12:15:00,2018/7/5 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,53.0,71.0,0.0,0.0,60.0,53.0,71.0,100.0
323297,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 12:30:00,2018/7/5 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,86.0,84.0,0.0,0.0,51.0,86.0,84.0,100.0
329897,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 12:45:00,2018/7/5 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,79.0,0.0,0.0,55.0,55.0,79.0,100.0
336488,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 13:00:00,2018/7/5 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,53.0,95.0,0.0,0.0,66.0,54.0,95.0,99.53
343091,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 13:15:00,2018/7/5 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,58.0,81.0,0.0,0.0,80.0,58.0,81.0,100.0
349679,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 13:30:00,2018/7/5 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,50.0,83.0,0.0,0.0,65.0,51.0,83.0,99.5
356270,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 13:45:00,2018/7/5 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,54.0,85.0,0.0,0.0,59.0,54.0,85.0,100.0
362859,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 14:00:00,2018/7/5 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,73.0,0.0,0.0,59.0,59.0,73.0,100.0
369447,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 14:15:00,2018/7/5 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,48.0,64.0,0.0,0.0,69.0,48.0,64.0,100.0
376039,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 14:30:00,2018/7/5 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,62.0,97.0,0.0,0.0,80.0,62.0,97.0,100.0
382628,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 14:45:00,2018/7/5 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,54.0,72.0,0.0,0.0,70.0,54.0,72.0,100.0
389221,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 15:00:00,2018/7/5 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,54.0,70.0,0.0,0.0,67.0,54.0,70.0,100.0
395804,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 15:15:00,2018/7/5 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,60.0,64.0,0.0,0.0,97.0,61.0,64.0,99.55
402394,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 15:30:00,2018/7/5 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,68.0,71.0,0.0,0.0,70.0,68.0,71.0,100.0
408980,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 15:45:00,2018/7/5 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,84.0,67.0,0.0,0.0,65.0,85.0,67.0,99.54
415572,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 16:00:00,2018/7/5 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,68.0,0.0,0.0,81.0,83.0,68.0,99.14
422179,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 16:15:00,2018/7/5 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,54.0,59.0,0.0,0.0,59.0,56.0,59.0,98.85
428790,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 16:30:00,2018/7/5 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,46.0,52.0,0.0,0.0,44.0,46.0,52.0,100.0
435401,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 16:45:00,2018/7/5 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,51.0,60.0,0.0,0.0,56.0,51.0,60.0,100.0
442010,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 17:00:00,2018/7/5 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,89.0,69.0,0.0,0.0,71.0,89.0,69.0,100.0
448621,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 17:15:00,2018/7/5 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,100.0,84.0,0.0,0.0,73.0,100.0,84.0,100.0
455233,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 17:30:00,2018/7/5 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,70.0,65.0,0.0,0.0,52.0,72.0,66.0,98.42
461845,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 17:45:00,2018/7/5 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,68.0,61.0,0.0,0.0,57.0,69.0,61.0,99.47
468458,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 18:00:00,2018/7/5 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,68.0,66.0,0.0,0.0,87.0,69.0,66.0,99.55
475066,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 18:15:00,2018/7/5 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,66.0,111.0,0.0,0.0,92.0,66.0,111.0,100.0
481676,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 18:30:00,2018/7/5 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,95.0,106.0,0.0,0.0,93.0,96.0,106.0,99.66
488281,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 18:45:00,2018/7/5 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,109.0,78.0,0.0,0.0,78.0,109.0,78.0,100.0
494886,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 19:00:00,2018/7/5 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,100.0,65.0,0.0,0.0,77.0,100.0,65.0,100.0
501494,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 19:15:00,2018/7/5 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,56.0,69.0,0.0,0.0,78.0,57.0,69.0,99.51
508106,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 19:30:00,2018/7/5 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,75.0,72.0,0.0,0.0,71.0,75.0,72.0,100.0
514721,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 19:45:00,2018/7/5 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,73.0,86.0,0.0,0.0,74.0,79.0,86.0,97.49
521334,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 20:00:00,2018/7/5 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,49.0,79.0,0.0,0.0,82.0,49.0,79.0,100.0
527948,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 20:15:00,2018/7/5 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,68.0,64.0,0.0,0.0,87.0,68.0,65.0,99.55
534559,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/5 20:30:00,2018/7/5 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,47.0,63.0,0.0,0.0,60.0,48.0,63.0,99.42
