NO,DN,BEGIN_TIME,END_TIME,R001_001,R001_002,R001_003,R001_004,R001_005,R001_006,R001_007,R001_008,R001_009,R001_010,R001_011,R001_012,R001_014,R001_016,R001_018,R001_020,R001_022,R001_013,R001_015,R001_017,R001_019,R001_021,RATE
514045,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 19:30:00,2018/7/7 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,72.0,137.0,0.0,0.0,101.0,73.0,138.0,99.36
520573,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 19:45:00,2018/7/7 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,83.0,138.0,0.0,0.0,128.0,83.0,138.0,100.0
527101,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 20:00:00,2018/7/7 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,94.0,147.0,0.0,0.0,120.0,95.0,147.0,99.72
533632,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 20:15:00,2018/7/7 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,86.0,145.0,0.0,0.0,158.0,86.0,145.0,100.0
540163,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 20:30:00,2018/7/7 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,67.0,115.0,0.0,0.0,132.0,67.0,115.0,100.0
546691,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 20:45:00,2018/7/7 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,63.0,140.0,0.0,0.0,108.0,64.0,140.0,99.68
553220,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 21:00:00,2018/7/7 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,93.0,132.0,0.0,0.0,88.0,93.0,132.0,100.0
559749,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 21:15:00,2018/7/7 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,82.0,133.0,0.0,0.0,107.0,82.0,133.0,100.0
566277,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 21:30:00,2018/7/7 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,63.0,149.0,0.0,0.0,94.0,63.0,149.0,100.0
572806,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 21:45:00,2018/7/7 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,58.0,135.0,0.0,0.0,104.0,58.0,135.0,100.0
579335,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 22:00:00,2018/7/7 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,78.0,138.0,0.0,0.0,115.0,78.0,138.0,100.0
585867,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 22:15:00,2018/7/7 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,78.0,127.0,0.0,0.0,98.0,78.0,128.0,99.67
592396,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 22:30:00,2018/7/7 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,62.0,110.0,0.0,0.0,109.0,62.0,110.0,100.0
598925,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 22:45:00,2018/7/7 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,100.0,125.0,0.0,0.0,76.0,102.0,125.0,99.34
605448,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 23:00:00,2018/7/7 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,60.0,149.0,0.0,0.0,88.0,60.0,149.0,100.0
611970,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 23:15:00,2018/7/7 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,31.0,158.0,0.0,0.0,86.0,31.0,158.0,100.0
618493,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 23:30:00,2018/7/7 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,56.0,136.0,0.0,0.0,82.0,56.0,136.0,100.0
625013,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 23:45:00,2018/7/8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,46.0,110.0,0.0,0.0,58.0,47.0,110.0,99.53

